Suburb,Rooms,Price,Date,Distance,Bedroom2,Bathroom,Car,Landsize,Lattitude,Longtitude,year,month,Type_h,Type_t,Type_u,Region_EM,Region_NM,Region_SEM,Region_SM,Region_WM
Bentleigh East,2,655000.0,2016-06-18,13.9,2,1,1,154.0,-37.9079,145.0685,2016,6,0,0,1,0,0,0,1,0
Bentleigh East,5,1550000.0,2016-06-18,13.9,5,3,2,623.0,-37.9066,145.0541,2016,6,1,0,0,0,0,0,1,0
Bentleigh East,3,835000.0,2016-06-18,13.9,3,1,1,250.0,-37.9087,145.0537,2016,6,1,0,0,0,0,0,1,0
Bentleigh East,3,1140000.0,2016-06-18,13.9,4,1,3,701.0,-37.9178,145.0815,2016,6,1,0,0,0,0,0,1,0
Bentleigh East,2,1120000.0,2016-06-18,13.9,3,1,2,678.0,-37.9146,145.0767,2016,6,1,0,0,0,0,0,1,0
Bentleigh East,4,1465000.0,2016-06-18,13.9,3,2,2,319.0,-37.9256,145.0533,2016,6,0,1,0,0,0,0,1,0
Bentleigh East,3,910000.0,2016-06-18,13.9,3,1,1,587.0,-37.9241,145.0763,2016,6,1,0,0,0,0,0,1,0
Bentleigh East,3,920000.0,2016-06-18,13.9,3,2,1,388.0,-37.9329,145.053,2016,6,0,0,1,0,0,0,1,0
Bentleigh East,3,935000.0,2016-11-19,13.9,3,2,2,230.0,-37.9179,145.0592,2016,11,0,1,0,0,0,0,1,0
Bentleigh East,3,977000.0,2016-11-19,13.9,3,1,2,543.0,-37.9242,145.0705,2016,11,1,0,0,0,0,0,1,0
Bentleigh East,3,1352000.0,2016-11-19,13.9,3,1,2,686.0,-37.9113,145.0765,2016,11,1,0,0,0,0,0,1,0
Bentleigh East,4,1115000.0,2016-11-19,13.9,4,2,2,575.0,-37.9274,145.0654,2016,11,1,0,0,0,0,0,1,0
Bentleigh East,3,780000.0,2016-05-22,13.9,3,1,1,710.0,-37.9324,145.0577,2016,5,1,0,0,0,0,0,1,0
Bentleigh East,3,1115000.0,2016-05-22,13.9,3,2,2,1080.0,-37.9233,145.0674,2016,5,1,0,0,0,0,0,1,0
Bentleigh East,3,1197000.0,2016-05-22,13.9,3,1,2,692.0,-37.9232,145.0563,2016,5,1,0,0,0,0,0,1,0
Bentleigh East,3,810000.0,2016-05-22,13.9,3,2,1,316.0,-37.9245,145.0773,2016,5,0,0,1,0,0,0,1,0
Bentleigh East,4,1365000.0,2016-05-22,13.9,4,1,1,582.0,-37.9129,145.0598,2016,5,1,0,0,0,0,0,1,0
Bentleigh East,4,1698888.0,2016-08-22,13.9,4,2,2,598.0,-37.9138,145.0774,2016,8,1,0,0,0,0,0,1,0
Bentleigh East,4,1150000.0,2016-08-22,13.9,4,2,2,639.0,-37.9258,145.075,2016,8,1,0,0,0,0,0,1,0
Bentleigh East,3,1000000.0,2016-09-24,13.9,3,1,2,576.0,-37.9362,145.0691,2016,9,1,0,0,0,0,0,1,0
Bentleigh East,3,965000.0,2016-09-24,13.9,3,2,1,283.0,-37.9142,145.08,2016,9,0,1,0,0,0,0,1,0
Bentleigh East,3,870000.0,2016-09-24,13.9,3,2,2,365.0,-37.9225,145.0754,2016,9,0,0,1,0,0,0,1,0
Bentleigh East,3,1405000.0,2016-09-24,13.9,3,1,1,764.0,-37.9143,145.0629,2016,9,1,0,0,0,0,0,1,0
Bentleigh East,3,1161000.0,2016-09-24,13.9,3,2,3,629.0,-37.912,145.0752,2016,9,1,0,0,0,0,0,1,0
Bentleigh East,3,1266000.0,2016-09-24,13.9,3,1,3,676.0,-37.9307,145.0531,2016,9,1,0,0,0,0,0,1,0
Bentleigh East,3,700000.0,2016-09-24,13.9,3,2,2,194.0,-37.9272,145.0801,2016,9,0,1,0,0,0,0,1,0
Bentleigh East,3,770000.0,2017-02-25,13.9,3,2,1,281.0,-37.9257,145.0811,2017,2,0,0,1,0,0,0,1,0
Bentleigh East,4,1175000.0,2017-02-25,13.9,4,2,2,620.0,-37.9281,145.0669,2017,2,1,0,0,0,0,0,1,0
Bentleigh East,3,1200000.0,2017-02-25,13.9,3,1,1,640.0,-37.916,145.0776,2017,2,1,0,0,0,0,0,1,0
Bentleigh East,4,1370000.0,2017-02-25,13.9,4,1,2,684.0,-37.9147,145.0751,2017,2,1,0,0,0,0,0,1,0
Bentleigh East,4,1433500.0,2017-02-25,13.9,4,1,1,725.0,-37.9289,145.0502,2017,2,1,0,0,0,0,0,1,0
Bentleigh East,2,1630000.0,2017-02-25,13.9,2,1,2,724.0,-37.9135,145.0557,2017,2,1,0,0,0,0,0,1,0
Bentleigh East,3,1360000.0,2017-02-25,13.9,3,1,3,676.0,-37.9233,145.0616,2017,2,1,0,0,0,0,0,1,0
Bentleigh East,4,900000.0,2016-07-26,13.9,3,1,2,741.0,-37.9229,145.0673,2016,7,1,0,0,0,0,0,1,0
Bentleigh East,3,860000.0,2016-07-26,13.9,3,2,1,210.0,-37.9075,145.061,2016,7,0,1,0,0,0,0,1,0
Bentleigh East,2,772500.0,2016-06-27,13.9,2,1,2,318.0,-37.9218,145.0563,2016,6,0,0,1,0,0,0,1,0
Bentleigh East,3,1001000.0,2016-06-27,13.9,3,1,1,598.0,-37.9216,145.073,2016,6,1,0,0,0,0,0,1,0
Bentleigh East,2,715000.0,2016-06-27,13.9,2,1,1,194.0,-37.9107,145.0598,2016,6,0,0,1,0,0,0,1,0
Bentleigh East,3,882000.0,2016-06-27,13.9,3,2,2,208.0,-37.9108,145.0794,2016,6,0,1,0,0,0,0,1,0
Bentleigh East,2,1180000.0,2016-06-27,13.9,2,1,1,687.0,-37.9234,145.0616,2016,6,1,0,0,0,0,0,1,0
Bentleigh East,3,840000.0,2016-11-27,13.9,3,2,2,222.0,-37.9241,145.0668,2016,11,0,1,0,0,0,0,1,0
Bentleigh East,4,1040000.0,2016-11-27,13.9,4,2,2,643.0,-37.9295,145.063,2016,11,1,0,0,0,0,0,1,0
Bentleigh East,5,1550000.0,2016-11-27,13.9,5,3,2,583.0,-37.9143,145.0699,2016,11,1,0,0,0,0,0,1,0
Bentleigh East,3,930000.0,2016-11-27,13.9,3,2,2,258.0,-37.9162,145.0799,2016,11,1,0,0,0,0,0,1,0
Bentleigh East,3,790000.0,2016-11-27,13.9,3,1,2,406.0,-37.9286,145.0737,2016,11,0,0,1,0,0,0,1,0
Bentleigh East,3,1040000.0,2016-11-27,13.9,3,1,2,625.0,-37.927,145.0645,2016,11,1,0,0,0,0,0,1,0
Bentleigh East,3,1020000.0,2016-11-27,13.9,3,1,2,596.0,-37.9251,145.0771,2016,11,1,0,0,0,0,0,1,0
Bentleigh East,3,670000.0,2016-11-27,13.9,3,1,2,233.0,-37.9376,145.0784,2016,11,0,1,0,0,0,0,1,0
Bentleigh East,3,800000.0,2016-05-28,13.9,3,2,2,261.0,-37.9163,145.0779,2016,5,0,0,1,0,0,0,1,0
Bentleigh East,4,1120000.0,2016-05-28,13.9,3,2,2,209.0,-37.9213,145.0565,2016,5,0,1,0,0,0,0,1,0
Bentleigh East,3,970000.0,2016-05-28,13.9,3,2,2,321.0,-37.9181,145.0586,2016,5,0,1,0,0,0,0,1,0
Bentleigh East,3,787500.0,2016-05-28,13.9,3,2,1,300.0,-37.9189,145.0584,2016,5,0,1,0,0,0,0,1,0
Bentleigh East,3,950000.0,2016-05-28,13.9,3,1,1,598.0,-37.9129,145.0786,2016,5,1,0,0,0,0,0,1,0
Bentleigh East,3,886000.0,2016-05-28,13.9,3,2,1,185.0,-37.9159,145.0787,2016,5,1,0,0,0,0,0,1,0
Bentleigh East,3,780000.0,2016-08-28,13.9,3,2,1,209.0,-37.9131,145.07,2016,8,0,1,0,0,0,0,1,0
Bentleigh East,4,1015000.0,2016-08-28,13.9,4,2,3,625.0,-37.9374,145.0726,2016,8,1,0,0,0,0,0,1,0
Bentleigh East,3,830000.0,2016-08-28,13.9,3,2,2,395.0,-37.9364,145.0649,2016,8,0,0,1,0,0,0,1,0
Bentleigh East,3,1241000.0,2016-08-28,13.9,3,1,1,643.0,-37.9237,145.0527,2016,8,1,0,0,0,0,0,1,0
Bentleigh East,4,1255000.0,2016-08-28,13.9,4,2,2,610.0,-37.9207,145.0757,2016,8,1,0,0,0,0,0,1,0
Bentleigh East,3,1320000.0,2016-08-28,13.9,3,1,1,593.0,-37.9178,145.067,2016,8,1,0,0,0,0,0,1,0
Bentleigh East,3,870000.0,2016-08-28,13.9,3,2,1,326.0,-37.9236,145.0545,2016,8,1,0,0,0,0,0,1,0
Bentleigh East,4,1472500.0,2016-08-28,13.9,4,2,2,592.0,-37.9351,145.0572,2016,8,1,0,0,0,0,0,1,0
Bentleigh East,2,640000.0,2016-07-30,13.9,2,2,2,298.0,-37.908,145.0716,2016,7,1,0,0,0,0,0,1,0
Bentleigh East,2,1160000.0,2016-07-30,13.9,2,1,2,750.0,-37.9325,145.0694,2016,7,1,0,0,0,0,0,1,0
Bentleigh East,4,1306000.0,2016-07-30,13.9,3,2,1,651.0,-37.919,145.0558,2016,7,1,0,0,0,0,0,1,0
Bentleigh East,3,1291000.0,2016-07-30,13.9,3,1,2,635.0,-37.9291,145.0538,2016,7,1,0,0,0,0,0,1,0
Box Hill,4,1620000.0,2016-09-03,13.1,4,2,2,697.0,-37.8151,145.135,2016,9,1,0,0,1,0,0,0,0
Box Hill,2,645000.0,2017-03-04,13.1,2,1,1,140.0,-37.8271,145.1299,2017,3,0,0,1,1,0,0,0,0
Box Hill,2,790000.0,2017-03-04,13.1,2,1,1,195.0,-37.826,145.129,2017,3,0,0,1,1,0,0,0,0
Box Hill,4,880000.0,2017-03-04,13.1,4,2,2,206.0,-37.828,145.1215,2017,3,1,0,0,1,0,0,0,0
Box Hill,4,1560000.0,2016-09-10,13.1,3,2,3,729.0,-37.8233,145.1267,2016,9,1,0,0,1,0,0,0,0
Box Hill,3,1715000.0,2016-12-10,13.1,3,2,2,458.0,-37.8257,145.1216,2016,12,1,0,0,1,0,0,0,0
Box Hill,3,1200000.0,2016-12-10,13.1,3,1,2,550.0,-37.8275,145.1298,2016,12,1,0,0,1,0,0,0,0
Box Hill,3,1760000.0,2016-12-10,13.1,3,1,0,741.0,-37.8258,145.1246,2016,12,1,0,0,1,0,0,0,0
Box Hill,1,288000.0,2016-06-12,13.1,1,1,1,774.0,-37.8241,145.1262,2016,6,0,0,1,1,0,0,0,0
Box Hill,3,948000.0,2016-11-12,13.1,3,1,2,384.0,-37.8167,145.1373,2016,11,1,0,0,1,0,0,0,0
Box Hill,4,2770000.0,2016-11-12,13.1,4,1,2,715.0,-37.8135,145.1218,2016,11,1,0,0,1,0,0,0,0
Box Hill,3,1412000.0,2016-11-12,13.1,3,1,1,590.0,-37.8274,145.1274,2016,11,1,0,0,1,0,0,0,0
Box Hill,4,975000.0,2016-10-15,13.1,4,2,2,299.0,-37.8282,145.1301,2016,10,0,1,0,1,0,0,0,0
Box Hill,3,1325000.0,2016-10-15,13.1,3,1,1,702.0,-37.827,145.1209,2016,10,1,0,0,1,0,0,0,0
Box Hill,3,750000.0,2016-10-15,13.1,3,2,1,150.0,-37.8287,145.1319,2016,10,0,1,0,1,0,0,0,0
Box Hill,3,1400000.0,2016-10-15,13.1,3,2,1,643.0,-37.8285,145.1272,2016,10,1,0,0,1,0,0,0,0
Box Hill,3,1500000.0,2016-10-15,13.1,3,1,2,664.0,-37.8235,145.1276,2016,10,1,0,0,1,0,0,0,0
Box Hill,4,1600000.0,2016-04-16,13.1,4,2,1,692.0,-37.8247,145.1281,2016,4,1,0,0,1,0,0,0,0
Box Hill,2,616000.0,2016-07-16,13.1,3,1,1,155.0,-37.8193,145.1149,2016,7,0,0,1,1,0,0,0,0
Box Hill,4,1661000.0,2016-07-16,13.1,4,2,2,729.0,-37.8143,145.1262,2016,7,1,0,0,1,0,0,0,0
Box Hill,4,1461400.0,2016-09-17,13.1,3,2,2,780.0,-37.8244,145.1319,2016,9,1,0,0,1,0,0,0,0
Box Hill,3,775000.0,2016-09-17,13.1,3,1,1,211.0,-37.8275,145.1232,2016,9,0,0,1,1,0,0,0,0
Box Hill,4,1506000.0,2016-09-17,13.1,4,2,3,669.0,-37.818,145.1354,2016,9,1,0,0,1,0,0,0,0
Box Hill,1,340000.0,2017-03-18,13.1,1,1,1,29.0,-37.8215,145.1214,2017,3,0,0,1,1,0,0,0,0
Box Hill,3,4000000.0,2016-06-18,13.1,3,1,2,763.0,-37.8166,145.1215,2016,6,1,0,0,1,0,0,0,0
Box Hill,3,928000.0,2016-06-18,13.1,3,1,1,307.0,-37.8247,145.1206,2016,6,1,0,0,1,0,0,0,0
Box Hill,2,761000.0,2016-06-18,13.1,2,2,1,176.0,-37.8171,145.1343,2016,6,0,0,1,1,0,0,0,0
Box Hill,2,636000.0,2016-11-19,13.1,2,1,1,151.0,-37.8234,145.1235,2016,11,0,0,1,1,0,0,0,0
Box Hill,4,1625000.0,2016-11-19,13.1,4,2,2,620.0,-37.8279,145.121,2016,11,1,0,0,1,0,0,0,0
Box Hill,4,1430000.0,2016-11-19,13.1,4,2,0,585.0,-37.8273,145.1289,2016,11,1,0,0,1,0,0,0,0
Box Hill,3,836000.0,2016-11-19,13.1,3,1,2,228.0,-37.8261,145.1281,2016,11,1,0,0,1,0,0,0,0
Box Hill,3,1170000.0,2016-04-23,13.1,3,1,1,755.0,-37.8264,145.1248,2016,4,1,0,0,1,0,0,0,0
Box Hill,4,1670000.0,2017-02-25,13.1,4,2,2,590.0,-37.8274,145.1242,2017,2,1,0,0,1,0,0,0,0
Box Hill,3,1351000.0,2016-05-28,13.1,3,1,2,662.0,-37.8246,145.1269,2016,5,1,0,0,1,0,0,0,0
Box Hill,3,857000.0,2016-05-28,13.1,4,1,1,492.0,-37.8283,145.1195,2016,5,1,0,0,1,0,0,0,0
Box Hill,3,822500.0,2016-05-28,13.1,3,2,1,238.0,-37.8154,145.1355,2016,5,0,1,0,1,0,0,0,0
Box Hill,2,560000.0,2016-08-28,13.1,2,1,1,153.0,-37.8269,145.1305,2016,8,0,0,1,1,0,0,0,0
Braybrook,3,870000.0,2016-09-03,10.8,3,2,4,700.0,-37.7824,144.8469,2016,9,1,0,0,0,0,0,0,1
Braybrook,2,645000.0,2016-09-03,10.8,2,1,1,566.0,-37.7839,144.8524,2016,9,1,0,0,0,0,0,0,1
Braybrook,3,502000.0,2017-03-04,10.8,3,1,1,220.0,-37.785,144.8561,2017,3,0,1,0,0,0,0,0,1
Braybrook,3,495000.0,2016-06-04,10.8,3,2,1,327.0,-37.7851,144.8517,2016,6,0,0,1,0,0,0,0,1
Braybrook,3,660000.0,2016-11-07,10.8,3,1,0,580.0,-37.7804,144.8481,2016,11,1,0,0,0,0,0,0,1
Braybrook,2,868000.0,2016-11-07,10.8,2,1,4,749.0,-37.7814,144.847,2016,11,1,0,0,0,0,0,0,1
Braybrook,4,645000.0,2016-11-07,10.8,4,2,1,283.0,-37.7908,144.8485,2016,11,1,0,0,0,0,0,0,1
Braybrook,3,652000.0,2016-10-08,10.8,3,2,1,216.0,-37.7865,144.8605,2016,10,1,0,0,0,0,0,0,1
Braybrook,4,850000.0,2016-10-08,10.8,4,2,2,606.0,-37.788,144.862,2016,10,1,0,0,0,0,0,0,1
Braybrook,3,570500.0,2016-12-10,10.8,3,1,1,471.0,-37.7924,144.8523,2016,12,1,0,0,0,0,0,0,1
Braybrook,3,575000.0,2016-12-10,10.8,3,1,3,559.0,-37.7923,144.852,2016,12,1,0,0,0,0,0,0,1
Braybrook,4,882000.0,2016-12-10,10.8,4,2,2,393.0,-37.7763,144.8543,2016,12,1,0,0,0,0,0,0,1
Braybrook,3,730000.0,2017-03-11,10.8,3,2,2,544.0,-37.7815,144.855,2017,3,1,0,0,0,0,0,0,1
Braybrook,2,670000.0,2016-08-13,10.8,2,1,2,551.0,-37.7825,144.8545,2016,8,1,0,0,0,0,0,0,1
Braybrook,3,585000.0,2016-05-14,10.8,3,2,2,631.0,-37.7934,144.8467,2016,5,1,0,0,0,0,0,0,1
Braybrook,2,826000.0,2016-07-16,10.8,2,1,2,667.0,-37.7799,144.8473,2016,7,1,0,0,0,0,0,0,1
Braybrook,4,610000.0,2016-09-17,10.8,4,2,1,283.0,-37.7908,144.8485,2016,9,1,0,0,0,0,0,0,1
Braybrook,3,696000.0,2017-03-18,10.8,3,1,0,557.0,-37.7899,144.8515,2017,3,1,0,0,0,0,0,0,1
Braybrook,2,660000.0,2016-11-19,10.8,2,1,1,599.0,-37.7908,144.8522,2016,11,1,0,0,0,0,0,0,1
Braybrook,3,579000.0,2016-11-19,10.8,3,2,1,198.0,-37.7827,144.8625,2016,11,0,1,0,0,0,0,0,1
Braybrook,4,856500.0,2016-11-19,10.8,4,2,2,599.0,-37.7896,144.8559,2016,11,1,0,0,0,0,0,0,1
Braybrook,3,510000.0,2016-08-22,10.8,3,1,2,587.0,-37.7843,144.8472,2016,8,1,0,0,0,0,0,0,1
Braybrook,3,765000.0,2017-02-25,10.8,3,1,1,658.0,-37.7905,144.8485,2017,2,1,0,0,0,0,0,0,1
Braybrook,2,475000.0,2017-02-25,10.8,2,1,1,115.0,-37.7948,144.854,2017,2,0,1,0,0,0,0,0,1
Braybrook,4,550000.0,2016-07-26,10.8,4,2,1,288.0,-37.7775,144.855,2016,7,1,0,0,0,0,0,0,1
Braybrook,3,495000.0,2016-06-27,10.8,3,1,1,158.0,-37.7889,144.8465,2016,6,1,0,0,0,0,0,0,1
Braybrook,3,680000.0,2016-11-27,10.8,3,1,1,565.0,-37.7885,144.859,2016,11,1,0,0,0,0,0,0,1
Braybrook,3,565000.0,2016-11-27,10.8,3,2,1,566.0,-37.7844,144.8523,2016,11,1,0,0,0,0,0,0,1
Braybrook,3,697500.0,2016-08-28,10.8,3,2,1,531.0,-37.7929,144.8462,2016,8,1,0,0,0,0,0,0,1
Brighton,3,1550000.0,2016-09-03,11.2,3,2,2,663.0,-37.9159,145.0068,2016,9,1,0,0,0,0,0,1,0
Brighton,3,1635000.0,2016-09-03,11.2,3,1,2,366.0,-37.9038,145.0001,2016,9,1,0,0,0,0,0,1,0
Brighton,4,1830000.0,2016-12-03,11.2,4,2,2,436.0,-37.8927,145.0005,2016,12,1,0,0,0,0,0,1,0
Brighton,4,3695000.0,2016-12-03,11.2,4,3,2,836.0,-37.9071,144.9898,2016,12,1,0,0,0,0,0,1,0
Brighton,4,3700000.0,2016-12-03,11.2,4,3,2,742.0,-37.914,144.9878,2016,12,1,0,0,0,0,0,1,0
Brighton,4,3775000.0,2016-12-03,11.2,4,3,2,745.0,-37.9139,144.9878,2016,12,1,0,0,0,0,0,1,0
Brighton,3,1975000.0,2016-12-03,11.2,3,1,2,432.0,-37.9172,144.996,2016,12,1,0,0,0,0,0,1,0
Brighton,2,1300000.0,2017-03-04,11.2,2,2,1,244.0,-37.8954,145.0026,2017,3,0,0,1,0,0,0,1,0
Brighton,3,1390000.0,2017-03-04,11.2,3,1,2,340.0,-37.9205,145.0007,2017,3,1,0,0,0,0,0,1,0
Brighton,4,2905000.0,2017-03-04,11.2,4,3,1,487.0,-37.8926,144.9991,2017,3,1,0,0,0,0,0,1,0
Brighton,2,1300000.0,2017-03-04,11.2,2,2,2,329.0,-37.9172,145.004,2017,3,0,0,1,0,0,0,1,0
Brighton,3,1725000.0,2017-03-04,11.2,3,2,2,411.0,-37.918,145.0035,2017,3,0,1,0,0,0,0,1,0
Brighton,3,2266000.0,2017-03-04,11.2,3,2,2,450.0,-37.9243,144.9989,2017,3,1,0,0,0,0,0,1,0
Brighton,4,2910000.0,2016-06-04,11.2,4,1,2,732.0,-37.9136,144.9886,2016,6,1,0,0,0,0,0,1,0
Brighton,3,2100000.0,2016-06-04,11.2,3,2,2,463.0,-37.9082,144.9968,2016,6,1,0,0,0,0,0,1,0
Brighton,2,800000.0,2016-06-04,11.2,2,1,1,90.0,-37.9122,145.0038,2016,6,0,0,1,0,0,0,1,0
Brighton,3,1750000.0,2016-06-04,11.2,3,2,2,352.0,-37.9139,145.0035,2016,6,0,1,0,0,0,0,1,0
Brighton,4,1761000.0,2016-08-06,11.2,4,2,3,615.0,-37.8956,145.0026,2016,8,1,0,0,0,0,0,1,0
Brighton,3,2600000.0,2016-08-06,11.2,3,2,3,588.0,-37.9287,144.992,2016,8,1,0,0,0,0,0,1,0
Brighton,5,2750000.0,2016-05-07,11.2,4,3,1,509.0,-37.9118,144.9984,2016,5,1,0,0,0,0,0,1,0
Brighton,2,892500.0,2016-05-07,11.2,2,1,2,232.0,-37.9157,144.9973,2016,5,0,0,1,0,0,0,1,0
Brighton,4,2145000.0,2016-05-07,11.2,3,2,1,550.0,-37.8954,145.0017,2016,5,1,0,0,0,0,0,1,0
Brighton,5,3171000.0,2016-05-07,11.2,4,2,2,710.0,-37.9241,145.0008,2016,5,1,0,0,0,0,0,1,0
Brighton,2,1910000.0,2016-05-07,11.2,2,2,4,696.0,-37.9249,144.9903,2016,5,1,0,0,0,0,0,1,0
Brighton,3,1865000.0,2016-05-07,11.2,3,2,2,295.0,-37.9119,145.0037,2016,5,1,0,0,0,0,0,1,0
Brighton,2,985000.0,2016-11-07,11.2,2,1,1,611.0,-37.9039,145.0009,2016,11,0,0,1,0,0,0,1,0
Brighton,3,1475000.0,2016-11-07,11.2,3,2,2,345.0,-37.8943,144.9907,2016,11,0,1,0,0,0,0,1,0
Brighton,2,502000.0,2016-10-08,11.2,2,2,0,116.0,-37.9252,145.0004,2016,10,1,0,0,0,0,0,1,0
Brighton,3,2400000.0,2016-09-10,11.2,3,2,2,835.0,-37.9225,144.991,2016,9,1,0,0,0,0,0,1,0
Brighton,5,1562500.0,2016-09-10,11.2,5,2,2,655.0,-37.9264,145.0044,2016,9,1,0,0,0,0,0,1,0
Brighton,3,2050000.0,2016-12-10,11.2,3,3,2,398.0,-37.899,144.9901,2016,12,1,0,0,0,0,0,1,0
Brighton,2,960000.0,2016-12-10,11.2,2,1,2,363.0,-37.9275,145.0046,2016,12,0,1,0,0,0,0,1,0
Brighton,4,3320000.0,2016-12-10,11.2,4,3,2,644.0,-37.8964,144.9972,2016,12,1,0,0,0,0,0,1,0
Brighton,4,2800000.0,2016-12-10,11.2,4,3,3,596.0,-37.9059,144.9927,2016,12,1,0,0,0,0,0,1,0
Brighton,3,1602000.0,2016-12-10,11.2,3,2,2,328.0,-37.9288,144.9954,2016,12,0,0,1,0,0,0,1,0
Brighton,3,1650000.0,2016-11-12,11.2,3,2,1,354.0,-37.8916,145.0017,2016,11,1,0,0,0,0,0,1,0
Brighton,2,1102000.0,2016-11-12,11.2,2,1,2,318.0,-37.9011,145.0011,2016,11,1,0,0,0,0,0,1,0
Brighton,2,1570000.0,2016-11-12,11.2,2,1,0,352.0,-37.9154,145.001,2016,11,1,0,0,0,0,0,1,0
Brighton,3,1785000.0,2016-11-12,11.2,3,2,1,404.0,-37.9228,144.9996,2016,11,1,0,0,0,0,0,1,0
Brighton,2,1550000.0,2016-11-12,11.2,2,2,2,404.0,-37.9104,145.002,2016,11,1,0,0,0,0,0,1,0
Brighton,3,1875000.0,2016-08-13,11.2,3,2,2,275.0,-37.9153,144.9924,2016,8,1,0,0,0,0,0,1,0
Brighton,4,2400000.0,2016-08-13,11.2,4,2,2,640.0,-37.892,144.9918,2016,8,1,0,0,0,0,0,1,0
Brighton,3,1266000.0,2016-08-13,11.2,3,1,2,277.0,-37.9268,144.991,2016,8,0,0,1,0,0,0,1,0
Brighton,3,826000.0,2016-05-14,11.2,3,1,2,119.0,-37.8958,144.9994,2016,5,0,0,1,0,0,0,1,0
Brighton,5,2730000.0,2016-05-14,11.2,5,3,2,895.0,-37.9204,145.0028,2016,5,1,0,0,0,0,0,1,0
Brighton,2,900000.0,2016-05-14,11.2,2,2,1,118.0,-37.914,144.9914,2016,5,0,0,1,0,0,0,1,0
Brighton,3,1962000.0,2016-05-14,11.2,3,2,2,323.0,-37.9208,144.9996,2016,5,0,1,0,0,0,0,1,0
Brighton,4,3295888.0,2016-10-15,11.2,4,3,2,565.0,-37.8975,144.9991,2016,10,1,0,0,0,0,0,1,0
Brighton,2,800000.0,2016-04-16,11.2,2,1,1,131.0,-37.9164,145.0002,2016,4,0,0,1,0,0,0,1,0
Brighton,3,1500000.0,2016-07-16,11.2,3,2,1,442.0,-37.9158,144.9984,2016,7,1,0,0,0,0,0,1,0
Brighton,2,905500.0,2016-07-16,11.2,2,1,1,122.0,-37.9188,144.9942,2016,7,0,0,1,0,0,0,1,0
Brighton,3,2375000.0,2016-09-17,11.2,4,2,2,547.0,-37.9271,145.0034,2016,9,1,0,0,0,0,0,1,0
Brighton,3,2275000.0,2016-09-17,11.2,3,2,1,359.0,-37.8965,145.0022,2016,9,1,0,0,0,0,0,1,0
Brighton,3,1385000.0,2016-09-17,11.2,3,1,2,426.0,-37.9254,145.0045,2016,9,1,0,0,0,0,0,1,0
Brighton,2,1601000.0,2016-09-17,11.2,2,1,1,380.0,-37.9166,144.9926,2016,9,1,0,0,0,0,0,1,0
Brighton,3,1762000.0,2016-09-17,11.2,3,2,2,483.0,-37.9075,145.0064,2016,9,0,1,0,0,0,0,1,0
Brighton,3,2450000.0,2017-03-18,11.2,3,3,2,482.0,-37.912,144.9994,2017,3,1,0,0,0,0,0,1,0
Brighton,2,858000.0,2017-03-18,11.2,2,1,1,107.0,-37.8958,144.9982,2017,3,0,0,1,0,0,0,1,0
Brighton,3,1427000.0,2017-03-18,11.2,3,2,1,313.0,-37.9206,145.0,2017,3,0,1,0,0,0,0,1,0
Brighton,3,2517500.0,2017-03-18,11.2,3,3,2,311.0,-37.9148,145.0009,2017,3,0,1,0,0,0,0,1,0
Brighton,4,2800000.0,2017-03-18,11.2,4,2,4,569.0,-37.8962,145.0011,2017,3,1,0,0,0,0,0,1,0
Brighton,3,1410000.0,2016-11-19,11.2,3,1,1,375.0,-37.9175,144.9949,2016,11,1,0,0,0,0,0,1,0
Brighton,4,2475000.0,2016-11-19,11.2,4,2,2,605.0,-37.916,145.0064,2016,11,1,0,0,0,0,0,1,0
Brighton,4,2700000.0,2016-11-19,11.2,4,2,2,732.0,-37.8987,144.9953,2016,11,1,0,0,0,0,0,1,0
Brighton,4,3900000.0,2016-05-22,11.2,4,2,2,842.0,-37.9227,145.0043,2016,5,1,0,0,0,0,0,1,0
Brighton,3,880000.0,2016-05-22,11.2,3,1,1,138.0,-37.896,144.9957,2016,5,0,0,1,0,0,0,1,0
Brighton,2,737000.0,2016-05-22,11.2,3,1,1,106.0,-37.9159,144.9936,2016,5,0,0,1,0,0,0,1,0
Brighton,2,1532000.0,2016-08-22,11.2,2,1,2,411.0,-37.9095,145.004,2016,8,1,0,0,0,0,0,1,0
Brighton,3,2320000.0,2016-09-24,11.2,3,2,2,589.0,-37.9253,145.0034,2016,9,1,0,0,0,0,0,1,0
Brighton,4,2000000.0,2017-02-25,11.2,4,2,2,471.0,-37.8956,145.0037,2017,2,1,0,0,0,0,0,1,0
Brighton,2,1230000.0,2017-02-25,11.2,2,2,2,201.0,-37.905,144.9959,2017,2,0,1,0,0,0,0,1,0
Brighton,3,2375000.0,2017-02-25,11.2,3,2,2,470.0,-37.9152,144.993,2017,2,1,0,0,0,0,0,1,0
Brighton,2,1037000.0,2017-02-25,11.2,2,1,2,125.0,-37.9078,145.0051,2017,2,0,1,0,0,0,0,1,0
Brighton,4,1630000.0,2017-02-25,11.2,4,2,2,432.0,-37.9228,145.0022,2017,2,0,1,0,0,0,0,1,0
Brighton,4,2640000.0,2016-07-26,11.2,4,2,2,848.0,-37.9234,145.0042,2016,7,1,0,0,0,0,0,1,0
Brighton,1,671000.0,2016-11-27,11.2,1,1,1,70.0,-37.9194,145.0003,2016,11,0,0,1,0,0,0,1,0
